,Unnamed: 0,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries,disaster
55,64079,2008-11-20-054198,"the baby is perfectly fine,",giannina maradona,Q15728880,2008-11-20 20:34:05,3,"['http://news.smh.com.au/sport/hospital-releases-maradonas-daughter-20081121-6czh.html'
 'http://theworldgame.sbs.com.au/maradonas-daughter-released-152506'
 'http://keysnews.com/node/57060']",A,0.5231,['US' 'AS'],1
56,100251,2008-10-06-057581,"we are coming up to a very important election. this is the time we need to understand what is at stake, why our voice counts, why we need to go out and vote. this is the time to make a difference before it is too late,",None,,2008-10-06 20:49:51,4,"['http://bokertov.typepad.com/btb/2008/10/islam-is-coming.html'
 'http://indoctrination.groups.vox.com/library/post/6a00e398d7a95b000300fa96a0b06e0002.html?_c=feed-atom'
 'http://socialism.groups.vox.com/library/post/6a00e398d7a95b000300fa96a0b06e0002.html?_c=feed-atom'
 'http://conservative.groups.vox.com/library/post/6a00e398d7a95b000300fa96a0b06e0002.html?_c=feed-atom']",A,0.3789,['US'],1
57,106823,2008-09-04-051025,"the government in new delhi cannot continue to ignore the fact that the press in kashmir has been subjected to a state of exception that violates the indian constitution,",javed ahmad,Q47112752,2008-09-04 08:40:25,1,['http://kmsnews.org/news/black-weeks-press-freedom-occupied-kashmir'],A,0.6143,['IN'],1
58,13144,2008-12-17-019170,i know it's a losing game.,george bush,Multiple,2008-12-17 08:53:03,2,"['http://bemidjipioneer.com/articles/rss.cfm?id=20197'
 'http://grandforksherald.com/articles/rss.cfm?id=97752']",A,0.5281,['US'],1
59,125776,2008-12-08-005561,but i'm holding my tongue.,paula goodspeed,Q7154689,2008-12-08 19:31:33,2,"['http://people.com/people/article/0,,20244896,00.html?xid=rss-topheadlines'
 'http://blog.myspace.com/index.cfm?fuseaction=blog.view&friendID=66353478&blogID=455322715']",A,0.6447,['US'],1
60,138126,2008-09-19-041515,"oh, i use a hole in the trunk of a tree.",snow white,Q3487190,2008-09-19 09:18:55,22,"['http://ca.answers.yahoo.com/question/index?qid=20080919021327AAZTQd0'
 'http://uk.answers.yahoo.com/question/index?qid=20080919021327AAZTQd0'
 'http://myspace.com//linny_bob/blog/448412265'
 'http://blog.myspace.com/index.cfm?fuseaction=blog.view&friendID=68122838&blogID=448412265'
 'http://blog.myspace.com/index.cfm?fuseaction=blog.view&friendID=160141585&blogID=455869459'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=114899850&blogId=450773559'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=132410138&blogId=464422080'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=97837835&blogId=213091867'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=18866176&blogId=289853034'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=25271764&blogId=313886521'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=81674030&blogId=418955843'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=101256261&blogId=304798810'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=68122838&blogId=448412265'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=20115113&blogId=199073887'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=31693422&blogId=280802078'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=51643165&blogId=350032592'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=4427180&blogId=176896185'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=23052769&blogId=112681705'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=30499030&blogId=433130080'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=22692396&blogId=473641554'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=89601887&blogId=273751683'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=91522393&blogId=493967438']",A,0.541,['US'],1
61,45281,2008-11-26-039708,"one of the things that has not been appreciated is how much tax revenue we have collected from this commodity price boom in terms of corporate tax and capital gains revenue. we are about to be reminded now that things have turned,",don drummond,Q5292545,2008-11-26 17:17:07,1,['http://financialpost.com/story.html?id=996182'],A,0.7133,['CA'],1
62,76959,2008-10-19-020975,"most politicians are trying to win and so they subdue the truth,",marvin richardson,Q7246596,2008-10-19 18:33:25,1,['http://bulletin.aarp.org/states/hi/articles/five_square_off_for_idahos_us_senate_seat_risch_still_considered_favorite.html'],A,0.5074,['US'],1
63,70931,2008-10-14-058949,"we have raised the money for the bid. it was raised before the financial crisis, so we are in a good shape in financing the bid,",patrick ryan,Multiple,2008-10-14 22:25:29,1,['http://todayonline.com/articles/281524.asp'],A,0.6867,['CH'],1
64,23327,2008-09-14-037622,we're all pro hockey players so it really keeps you aware of where you need to get to make it here.,zach hamill,Q139343,2008-09-14 12:40:33,1,['http://bruins.nhl.com/team/app/?service=page&page=NewsPage&articleid=381940'],A,0.7097,['US'],1
65,110126,2008-10-20-017525,"i had my gameplan and stuck to it,",jason varitek,Q1377658,2008-10-20 07:42:45,5,"['http://sportsillustrated.cnn.com/2008/writers/john_donovan/10/20/rays.advance.world.series/index.html?eref=si_topstories'
 'http://blog.myspace.com/index.cfm?fuseaction=blog.view&friendID=121021080&blogID=442371606'
 'http://blog.myspace.com/index.cfm?fuseaction=blog.view&friendID=85161108&blogID=442386717'
 'http://sportsillustrated.cnn.com/2008/writers/john_donovan/10/20/rays.advance.world.series/index.html?eref=T1'
 'http://sportsillustrated.cnn.com/2008/writers/john_donovan/10/20/rays.advance.world.series/index.html?eref=yahoo_buzz']",A,0.2673,['US'],1
66,120709,2008-11-18-059585,"we have been fortunate to have copper and gold here,",james marshall,Multiple,2008-11-18 14:41:08,1,['http://abqjournal.com/abqnews/index.php?option=com_content&view=article&id=9359:550am-95-workers-laid-off-at-chino-mines&catid=1:latest&Itemid=39'],A,0.5507,['US'],1
67,71064,2008-10-18-036768,"we've tried to punish ourselves like we think they would,",bobby bowden,Q888459,2008-10-18 08:31:10,1,"['http://orlandosentinel.com/sports/college/orl-fsuncaa1808oct18,0,5921404.story']",A,0.8216,['US'],1
68,124860,2008-10-24-053984,"this is for the commissioner,",brian knobbs,Q712539,2008-10-24 07:43:17,3,"['http://philly.com/r?19=961&43=168491&44=33207114&32=3796&7=195327&40=http%3A%2F%2Fwww.philly.com%2Fphilly%2Fsports%2Fphillies%2F20081024_Gonzo___Stranded_in_St__Pete.html'
 'http://philly.com/r?19=961&43=167216&44=33207114&32=3796&7=195217&40=http%3A%2F%2Fwww.philly.com%2Finquirer%2Fsports%2F20081024_Gonzo___Stranded_in_St__Pete.html'
 'http://philly.com/r?19=961&43=168376&44=33207114&32=3796&7=195502&40=http%3A%2F%2Fwww.philly.com%2Fphilly%2Fsports%2Fcolumnists%2F20081024_Gonzo___Stranded_in_St__Pete.html']",A,0.5996,['US'],1
69,131148,2008-10-13-030009,"maybe it is out of desperation that sen. mccain has forgotten that he was for acorn before he was against acorn; he was for immigration reform before he was against immigration reform; and he was a maverick before he became erratic,",john mccain,Q10390,2008-10-13 19:55:35,2,"['http://blogs.wsj.com/washwire/2008/10/13/acorn-fires-back-at-mccain'
 'http://gretawire.foxnews.com/2008/10/14/what-do-you-think-65']",A,0.4293,['US'],1
70,39210,2008-11-21-058234,"we spent a good hour on it; it's so nerve wracking after a while,",michael seibert,Multiple,2008-11-21 06:23:47,2,"['http://iowastatedaily.com/articles/2008/11/21/fyi/doc4926407477901600053362.txt'
 'http://iowastatedaily.com/articles/2008/11/21/fyi/campus/doc4926407477901600053362.txt']",A,0.5605,['US'],1
71,91188,2008-11-06-064337,"we hope that it will change but if it doesn't, i'll have a whole bunch of time to be a full-time grandfather,",jim torrey,Q6198541,2008-11-06 21:03:13,1,['http://kval.com/news/34043154.html'],A,0.2072,['US'],1
72,91377,2008-09-08-076299,"whether it be an escape from the suburbs for the weekend, or a permanent home, a small space, carefully planned, can provide for all of the creature comforts and more.",james grayson,Q51093703,2008-09-08 13:04:54,1,['http://blogs.denverpost.com/homegirls/2008/08/04/big-things-in-small-packages'],A,0.6051,['US'],1
73,7772,2008-09-23-069969,"you've had a massive decline and evaporation of wealth out there, and you've got people losing jobs, and interest rates are a lot higher than they were 18 and 24 months ago,",solomon lew,Q7558702,2008-09-23 14:30:59,1,['http://business.smh.com.au/business/premier-on-the-prowl-for-weakened-prey-20080923-4mk1.html'],A,0.649,['AS'],1
74,21648,2008-10-02-007889,cardiac patients for life.,michael small,Multiple,2008-10-02 07:52:31,2,"['http://theadvertiser.com/apps/pbcs.dll/article?AID=/20081002/NEWS01/810020335/-1/rss01'
 'http://theadvertiser.com/article/20081231/NEWS01/812310331/-1/rss01']",A,0.6801,['US'],1
75,144528,2008-11-25-026084,"in four years what we have as a standard of excellence now will not meet ayp goals,",george leary,Q23615445,2008-11-25 16:20:50,1,['http://thekansan.com/homepage/x596318328/Most-Newton-schools-meet-test-goals'],A,0.7658,['US'],1
76,78789,2008-12-04-025000,i was trying to work stuff out with her. she didn't talk to me... and went behind my back and filed for divorce.,britney spears,Q11975,2008-12-04 06:42:14,1,['http://mirror.co.uk/celebs/latest/2008/12/04/britney-spears-went-behind-my-back-for-divorce-says-kevin-federline-115875-20944021/'],A,0.3943,['UK'],1
77,127684,2008-12-19-001080,"absent congressional action, no other authorities existed to stave off a disorderly bankruptcy of one or more auto companies.",henry paulson,Q311025,2008-12-19 16:27:32,3,"['http://money.cnn.com/news/newsfeeds/articles/djf500/200812191008DOWJONESDJONLINE000712_FORTUNE5.htm'
 'http://housingwire.com/2008/12/19/automakers-bailout-depletes-first-leg-of-tarp-paulson-wants-more/'
 'http://housingwire.com/2008/12/29/for-gmac-rescap-a-merry-christmas-but-a-happy-new-year/']",A,0.3104,['US'],1
78,89892,2008-09-23-020836,i think he is going to be fine.,None,,2008-09-23 06:03:14,7,"['http://news.steelers.com/article/96372'
 'http://packers.com/news/stories/2010/01/03/3/'
 'http://theintelligencer.net/page/content.detail/id/552628.html'
 'http://star-telegram.com/2011/10/24/3470061/texas-tech-has-a-feast-at-ou.html'
 'http://masnsports.com/byron_kerr/2012/01/tyler-moore-will-focus-on-outfield-first-base-at-spring-training.html'
 'http://siouxcityjournal.com/news/local/briefs/man-who-was-reported-missing-rescued-from-along-missouri-river/article_d665f874-949a-5061-9475-2252275a1ef4.html'
 'http://www.sen.com.au/news/2018/03/26/silvagni-criticism-unfair-says-watson']",A,0.27699999999999997,['AS' 'US'],1
79,67721,2008-11-11-031399,"kubiak wants to win and he wants to win bad,",dunta robinson,Q5315749,2008-11-11 03:57:40,1,['http://kfdm.com/sports/texans_28721___article.html/loss_houston.html'],A,0.5374,['US'],1
